9.6492e-05,0.325034
0.000215844,0.157944
0.000234932,0.555297
0.000283497,0.238056
0.000330798,0.109634
0.000615144,0.476381
0.000689532,0.819499
0.000698333,0.597496
0.000951186,0.603786
0.00104219,0.166454
0.00113556,0.27054
0.00135372,0.182584
0.00148899,0.415158
0.00155513,0.505482
0.00155739,0.831411
0.00159084,0.804147
0.0016193,0.319913
0.00165286,0.678124
0.00231575,0.95869
0.00254678,0.407397
0.00270431,0.522579
0.00281304,0.609062
0.0029004,0.96054
0.00296901,0.467174
0.00348231,0.783101
0.00372438,0.298792
0.0037419,0.318663
0.00383546,0.158619
0.00394332,0.430477
0.00397596,0.507563
0.00406339,0.910734
0.00408982,0.0936823
0.00435502,0.440659
0.004475,0.76579
0.00455031,0.88911
0.00460973,0.134417
0.00464804,0.732493
0.00484161,0.343072
0.00493099,0.450435
0.00499319,0.717163
0.00508969,0.232529
0.00509609,0.929622
0.00528125,0.896369
0.00536603,0.574059
0.00559116,0.585868
0.0056827,0.432569
0.00568464,0.322905
0.00593025,0.625767
0.00609662,0.718722
0.00637993,0.528088
0.00651354,0.797582
0.00661494,0.988607
0.00667478,0.870563
0.00667866,0.0782467
0.00694069,0.743153
0.00704307,0.713582
0.0071282,0.923272
0.00716282,0.991099
0.00744295,0.225669
0.00780556,0.800953
0.0080829,0.389885
0.00830281,0.996799
0.00853188,0.601231
0.00860458,0.506804
0.00909405,0.702584
0.0091098,0.764192
0.00952344,0.518337
0.00961921,0.395237
0.00971716,0.994141
0.00996848,0.676117
0.0101394,0.660566
0.0102787,0.581268
0.0103113,0.388982
0.0105682,0.843087
0.0107931,0.998285
0.0109229,0.489586
0.0110079,0.953201
0.0111429,0.572405
0.0112246,0.754818
0.0117336,0.889627
0.0122582,0.217014
0.0123666,0.663268
0.0127193,0.449205
0.0129104,0.637254
0.0131409,0.988303
0.0131977,0.507069
0.0132077,0.872381
0.0132678,0.687963
0.0133872,0.812988
0.013654,0.201531
0.0136546,0.996573
0.0136748,0.835738
0.0142273,0.271819
0.0143738,0.846891
0.014386,0.31301
0.0144237,0.746551
0.0144897,0.901622
0.0146843,0.886726
0.0147165,0.251813
0.0147281,0.913558
0.0147946,0.643191
0.0148853,0.926281
0.0149234,0.995849
0.0153148,0.643553
0.0154377,0.30531
0.015446,0.216437
0.0155229,0.650639
0.0155805,0.27883
0.01565,0.584722
0.0157358,0.165711
0.0157807,0.488972
0.0159579,0.662538
0.0160736,0.537684
0.016144,0.793626
0.0161686,0.809902
0.016382,0.865471
0.0165057,0.901928
0.0167297,0.350279
0.0170814,0.555015
0.0173079,0.81267
0.0175932,0.362843
0.0176501,0.666607
0.0176916,0.506971
0.0178278,0.439884
0.0179438,0.903151
0.0186238,0.0975505
0.0187443,0.920876
0.0193731,0.165059
0.0193835,0.514836
0.0197992,0.728668
0.0198273,0.789996
0.0199205,0.503211
0.0199952,0.212731
0.0200634,0.535661
0.0201961,0.587744
0.0209849,0.350843
0.0212191,0.765144
0.0217188,0.927864
0.0217793,0.685755
0.0218644,0.965756
0.0219551,0.840644
0.0220292,0.515018
0.0220752,0.880973
0.0225978,0.756889
0.0226693,0.41401
0.0227349,0.708647
0.0228125,0.335525
0.0230438,0.94143
0.0230673,0.842827
0.0230795,0.977887
0.0233233,0.610706
0.0234423,0.786257
0.0237362,0.39326
0.0237938,0.524111
0.0238291,0.835797
0.0238909,0.795913
0.0239925,0.629388
0.0241855,0.153037
0.0244209,0.811873
0.0250777,0.563266
0.025502,0.131969
0.0255208,0.324405
0.0256134,0.610819
0.0256624,0.0664976
0.0262133,0.368597
0.0266249,0.649278
0.0266782,0.446835
0.0267367,0.77516
0.0270301,0.533185
0.0271024,0.250854
0.0273478,0.65399
0.0274363,0.925445
0.0275127,0.574969
0.0275404,0.976045
0.027661,0.753439
0.0279621,0.773632
0.0279856,0.821132
0.0281446,0.275993
0.028148,0.905127
0.0282103,0.0397403
0.028743,0.186148
0.0291351,0.837414
0.0294091,0.490631
0.0294371,0.210927
0.0298078,0.715783
0.0298749,0.362192
0.0300681,0.488282
0.0301481,0.726008
0.0301572,0.578105
0.0304181,0.693887
0.0307979,0.266197
0.031083,0.912079
0.0311431,0.620275
0.0312509,0.977451
0.031262,0.490806
0.031287,0.602842
0.0313853,0.236693
0.0313973,0.597277
0.0314744,0.481681
0.0315041,0.612316
0.0315198,0.977386
0.0316892,0.343855
0.0317731,0.887751
0.0317812,0.70921
0.0319094,0.685666
0.0319562,0.40415
0.0319703,0.864171
0.0321714,0.754773
0.0326138,0.450824
0.0327266,0.787327
0.0328462,0.807137
0.0328737,0.394198
0.0331531,0.457389
0.0331599,0.782713
0.0332525,0.74197
0.0332657,0.334784
0.0333736,0.565052
0.0334262,0.857592
0.0334856,0.837644
0.033753,0.217707
0.033879,0.16912
0.034002,0.782975
0.0342722,0.738926
0.0347918,0.47278
0.0348333,0.710061
0.0349073,0.0265109
0.0353387,0.563923
0.0354452,0.561054
0.0355259,0.68243
0.0356179,0.381627
0.0356452,0.0151565
0.0358046,0.529065
0.0360921,0.11599
0.0361244,0.79423
0.0361546,0.456562
0.0362256,0.856751
0.0363133,0.917775
0.0364768,0.761003
0.0365423,0.663853
0.036663,0.973243
0.0367872,0.71297
0.0368354,0.779698
0.0368673,0.818221
0.0368898,0.716986
0.0369919,0.618675
0.0371663,0.109272
0.0372495,0.0496075
0.0372747,0.54243
0.0373828,0.264072
0.0375014,0.878152
0.0377085,0.92867
0.037725,0.743557
0.0377353,0.355635
0.0381569,0.638089
0.0381736,0.0349035
0.0385582,0.704971
